レス番号,内容,感情スコア
14,ワースト記録とか関係ないわな 素人がそれまでフロントにいて狂ってた結果 碌な戦力いないんだし,4
15,14位ならまだ全然行けると思うで アーセナルは開幕3連敗最下位リバポは開幕8戦1勝の19位でチェルシーは2023の年間最多敗や,-4
16,まさに君が書いてるように普通BIG6は最初コケてもクリスマスにはトップハーフにいるもんなのよ,-4
17,ポッターよりも勝ててねーじゃんアモリム ポッターのチェルシーでの成績12勝8分け11敗だってさ アモリムは今の所4勝6敗1分 こっから挽回なんてもう無理無理 すっかり選手の心が離れちゃったからね アンフィールドでさらにぶっ壊れるしw,1
18,選手の信用を取り戻したいならアンフィールドで勝つしかないよ それができるんなら選手はアモリムを信じるようになる 勝利以外に信用を得る方法など無い 時間が必要だとかなんとか選手やファンに説教しても無意味,2
19,3年目のモウリーニョで崩壊した1516チェルシーが年末で5勝5分9敗勝ち点20の14位だったらしい,-3
20,テンさんの私はハリーポッターではない発言の後に解任してポッター就任なら面白かったのに アモさんは弱い上につまらないのが致命的,4
21,プレミアでそこそこやってきた監督だと降格はないだろうけどそこそこ安定するだけで終わるじゃん フロントはアモリムの一発逆転ギャンブルに賭けてる,-4
22,ラトクリフに対してベラダがテンハグの次の監督として推挙したから アシュワースの推薦候補はラトクリフのお気に召さなかった SDでも何でもないベラダが監督挙げて自分から交渉してたんだからまあ変なことやってんだよね,3
23,まぁアシュワースは城に帰りたいってこぼしてたらしいから 環境悪いんだろうな,4
1,負けたな何も出来ずに負けたわ 何もいいとこなかったわ,4
2,ウルブス戦で直接CK決められた時もサポーターの顔ヤバかったな 目の前でクーニャが踊ってるのに裏ピースすらせずにショックを受けてるだけだった もう現地サポーターもボロボロや,4
3,左インサイドガルナチョ(右利き) 左WBダロト(右利き) 右インサイドアマド(左利き) 右WBアントニー(左利き) 幅を広く使う3バックにおいてこんな配置だったこと見たことあるか マジでアモリムは自分のシステムに選手置いてるだけだぞ,-4
4,アロンソの薬屋もグリマルドとフリンポンが鍵だしなぁ,-4
5,そもそもアモリムのWBって運動量使ってWGとしても動けるようになるのが理想なんじゃないの日本代表がそんなだから多分,-4
6,新城強くてユナイテッド弱かったってだけの試合だ 多分アモさんはこのまま3バック続けて残留争いに参加するから覚悟しておこう,-1
7,4231にしよう 来シーズンからアモリムシステムやればいいじゃんか 解任されたら元も子もないぞ,-4
8,実績を解除しました 1962年9月以来1ヶ月間でリーグ戦5敗 1979年2月以来リーグ戦オールド・トラッフォードで3連敗 2015年5月以来無得点での3連敗 テンさんですら更新できない記録を更新していく,-2
9,レコードブレーカーテンの名を継ぐ者に相応しいな,-4
10,監督だけの問題じゃないからな クラブ全体が腐ってるから監督をいくら変えても意味無いよ,4
11,年明けセインツ相手に無事に勝ち点取れるだろうか,-4
12,00と予想,-4
13,新城は仕方ない スタメン見ても選手の質が普通にこっちより高い この三連戦は耐え抜くしかない,4
14,テンハグはバカにされてるけど相手メタって研究して対策するのはうまかったから リバプールとか相手に良い勝負したりはあったけどアモリムの場合戦術仕込むの優先だからまぁ勝てんだろうね,-1
15,一点目謎のドフリー 二点目チビの競り合い なんやねんこれ,-4
16,メイヌーなんでベンチスタートだったんだ若いから出場時間セーブしてるエリクセンはシャドーの位置ならまだいいかもしれんがボランチはダメだわカゼミロはもうキツイかなウガルテメイヌーが最適解として計算できる2ボラの控えがおらん,3
17,だからこそ終盤でもいいからコリアー試して欲しかったんだがな この閉塞した状況を打破できるのはベテランではなく未知の若い力なんだけどな,-3
18,中盤ゆるゆるなので根性で守りますがカウンターは人数残しておけば楽に守れる程度のクオリティです 攻撃の形仕込めてないのでサイドに人数かけて孤立させれば怖くない だから個人の頑張りとショートカウンター頼みですが決定力無いので点取れません 点取れないうちに左右揺さぶって3人目の動き入れるかセットプレーで失点はします どうすればいいんだよこれ ちょっと正解が解らん,0
19,公式戦5戦連続無得点での5連敗が濃厚なのキツすぎる,4
20,月間最多失点記録を60年振りに更新したのか いきなり記録ずくめだなアモリム,0
21,12月は9試合やって3勝6敗か・・・ 思えば12月最初のエバートン戦に勝った後アモさんが嵐がくるみたいなこと言ってたけど こうなることを予測でもしてたんだろうか にしても交代枠1枚余ってたんだしコリヤー使って欲しかったなぁ,-3
22,ガチで勝てそうなのサウサンプトンくらいだろこのままなら降格も現実的だな,-2
23,完封負けってのが悲しいわ 今日枠いったっけ,4
24,割と真面目にアモさんが落としてる試合の中のいくつかはテンさんかニステルなら勝ってたと思う ウルブス戦なんか特に,-2
25,強度高い新城相手に機動力ないおじさんコンビを中盤に プレスバックしないザークツィーをシャドーで使って見事にガバるのなんなんだい 失点はどちらも小さいリサマルの上から叩き込まれると アモさーん,3
26,めっちゃ再現性のある失点だーw,-4
27,2月は正念場やな ライバルのパレスとトフィーズとの対戦があるから スパーズには負けるだろうけどイプスウィッチには勝て,-4
28,前半のホイルンドとカゼミロ 後はマグのポスト直撃ヘッドとCKからのヨロのヘッドぐらいだったか チャンスあったのは 前半のホイルンドとカゼミロなぁ・・・ 特に後者,-2
29,戦術仕込む時間が無いのはもちろん同情できるが一方でアモリム自身スポルティング就任時爆速で浸透させた実績あるのがなんとも 現状は相手が強い以上に理由はないとは思うので今シーズンはプライド捨てて最終的に降格しなければいいぐらいの気持ちで見るしかない気もする,0
30,ポルトガルはベンフィカとポルト以外格下ばかりだから 戦術が不完全でも負けずに浸透させる余裕があったんだろ プレミアでそんなことしてたら勝ち点失いまくるだけ,3
31,リサマルは中盤に置いた方が良いんじゃね CBはデカいやつ3人にしてセットプレー対策しないと無理だわこれ,3
32,出来ること近いのベンホワイトだけど10cmデカくてもSBやってるのがなぁ,-4
33,失点も問題だけど後半あれだけ攻めてんのに全く点が入る気配がなかったのが大問題 2シャドーが全くハマってないのとFWがクロスで点が取れないってのがどうしようもない,4
34,そうそう フィニッシュワークそこが1番の問題なんだよな そこはリスクテイクし過ぎて改善が全く見えてこないからアモさんは質でしか解決出来ないかもな,3
35,イサクも開始3分であっけなく先制で笑ってんじゃんw いつもはライフル撃ったり膝スラしたりのゴールパフォやるのに,-4
36,次リバプールでその次アーセナルで草 ガチで6連敗確定じゃんw 下手したらこれで解任されるぞw,2
37,20241124 アモリム就任 リーグ2勝1分け5敗 EL2勝 カラバオ1敗,-4
38,リーグ戦8試合勝ち点7 勝ち点33ペースですねぇ,-4
39,今のマンUに必要なのは戦術家じゃなくて モチベーターと最適解出せる監督じゃないかな,-4
40,アンチェかな,-4
41,アンチェロッティは食材を引き出すのがうまいだけでまずい食材を激うまにする天才シェフではないぞ,-4
42,アンチェロッティは蒸し焼きが美味い監督だよな 素材の味をそのまま活かす だからエバートンとかじゃ失敗した(ハメスが無双してたときはエバートンも強かったか),0
43,冗談じゃなく降格圏に近いwww,-4
44,冗談抜きにライバルは パレス トフィーズ ウルブズ イプスウィッチ レスター なんだよなあ 大不調のシティはともかく開幕戦でフラムに勝ったのなんてもはや奇跡やろ,-4
45,開幕時ってどこも整備不足だからなあ 何にも当てにならないよ 実際チェルシーもシティに完敗してるしリバポもアンフィールドでフォレストに屈してるし,4
46,戦術の浸透には時間かかるんだからコロコロ変えてたらいつまでたっても両方中途半端になる 開き直って3バックやり続けるのは正しいよ そもそも4バックなら勝てるとか思うのがおかしい,-2
47,アモの戦術が浸透してないからって毎試合無得点大量失点はおかしいだろw,4
48,テンさんとアシュワースに我慢出来なかったラトクリフがアモさんに我慢出来るかな,-2
49,無理だろ この調子が続くなら3月辺りで解任だな 選手の求心力失ったらもう解任するしか無いんだわ,3
50,テンさんを早々に切ってトゥヘルかコンテ招聘するのが一番理想のルートだったんだけどそれが出来なかった以上はアモリムを信じるしかない,-3
51,3月以降は3勝できればいいほうだろうから2月頑張るしかないな,-4
52,成績が悪かった場合は解任するつもりがあるなら最初から馬でいってるやろフロントは 馬を追い出してアモリムを呼んだって事はどんな流れでも解任はないって事 そもそもテンハグ延長解任からのアモリム招聘でFFP上で余裕がないから解任して後任を呼ぶ金がない アモリムはシーズン中の招聘だから1月のマーケットで選手を獲得せんわけにはいかんだろうしな,2
53,冬は動かないって話だったけど 動かんとどうにもならんな サイド一辺倒の得点パターンだったのが シャドーで中から崩すって難易度高すぎだろ,2
54,悪夢の12月を終えたが悪いことは全部2024年に置いてきた 新年開けて早々にリバポガナの連戦(どっちもアウェイ)だが ビッグゲーム程モチベ上がるもんだ こっから気持ち入れ換えて行くぜッ と無理矢理ポジティブに考えようと思う,-4
55,いや選手が活き活きしとるなやっぱ調子が良いとキレが違う,-4
56,オレはちと遅いと思ってたが昨季の失敗を内省して今季はこの過密日程にしっかりコンディション合わせてきたな ハウ恐れ入ったわ,-4
57,ホールすごいわ これで20歳とか,-4
58,ブレントフォードに負けてからなんかスイッチ入ったな,-4
59,神 直近リーグ4試合 レスター40 イプス04 ヴィラ30 マンユ02 神,-4
60,最高最高アンド最高 監督コーチ選手みんなよくやってるわ,-4
61,トナーリとホールが機能するようになって格段に良くなったな バーンも負担が減ったのか安定してきたしギマランイスも自由に動ける様になったし トリッピアーも今のチーム状態だとやりやすそう前期は負担を背負い込んでたからなあ,-4
62,ホールはスリーライオンズのスタメン取れるね,-4
1,サッカー元ロシア代表DFのアレクセイ・ブガエフさんがウクライナとの戦闘で29日に戦死したとタス通信などが報じた43歳だった ロシアメディアのスポルト24によるとブガエフさんの父イワン氏が残念ながら死亡のニュースは本当です今日起こったことですと明かしたというRIA通信は代理人のアントン・スミルノフ氏の話として激しい戦闘により遺体を回収するのは不可能になったと報じた ブガエフさんはモスクワ出身でトルペド・モスクワやロコモティフ・モスクワなどでプレーロシア代表としては04年の欧州選手権など7試合に出場した10年に現役を引退した 23年10月に麻薬を所持していたとして逮捕され今年9月に麻薬密売の罪で懲役9年6カ月を宣告されていたのちにウクライナ戦争への参加を表明したロシアは戦闘員確保のために受刑者からも積極的に兵士を募集している,-2
2,激しい戦闘により遺体を回収するのは不可能になった おそロシア,4
3,ほぼ強制なんだろ,2
4,兵役に就いたら釈放とか言ってるが死刑と一緒だな 懲役のままでいれば死ななかったのに,3
5,罪人に楽な戦線行かせるわけないからな 命のギャンブルだよな相手以外にも風邪で肺炎なったり凍傷で死んだりするだろうし,4
6,素晴らしいブガエフ君 キミは英雄だ大変な功績だ,-4
7,麻薬所持で懲役9年は重いなロシアは 戦争に行かせる為に重い判決出してるんかね,3
8,年10月に麻薬を所持していたとして逮捕され今年9月に麻薬密売の罪で懲役9年6カ月を宣告 結構重罪なんだな そりゃ一発狙いで戦場いくよねこれわざと重くして戦場に突っ込んでないか,0
9,刑務所の中だからリクルート側に都合のいい話しか流してないんだろうなあ,4
10,どうなんかな 戦争反対的な発言しただけ とかでもこういうことになりそう,-3
11,ロシア代表の選手とか閉じコンすぎてだれも思い出せんわ ロシアのワールドカップで得点王争いしてたやつレベルも思い出せん,4
12,プロタソフくらいは覚えてるだろ,-4
13,WW2で犯罪者が選ばれたタンクデサントの寿命は長くて3週間って言われてた 月単位で生きられたが同じような使われ方してる 死ぬまで最前線送りだから生還は望めない,4
14,これって麻薬所持も本当なのか怪しくないか 当局に睨まれたらこっそり持ち物に麻薬仕込んでその場で逮捕拘禁 余罪追加して即有罪刑務所経由最前線送りも可能なんじゃ,-3
15,アルシャビンは元気にしてるのか同い年じゃん アルシャビンが活躍した母国開催のEUROにこの選手も出てたのかな,-4
16,2020年8月ゼニト・サンクトペテルブルクの育成部長に就任らしいその後は不明,-4
17,43歳で戦線に立たされるってロシアやばくねぇか,4
18,しかも兵卒だろうしなぁ,1
19,まあまあすごい人生,-4
20,ウクライナ軍にもサッカー関係者の兵士は存在する 極右組織か否かで論争のあったウクライナ軍国家親衛隊アゾフ旅団はハルキウのサッカークラブFCメタリスト・ハルキウのウルトラス(熱狂的なサポーターグループ)を起源に持つ,-4
21,それどころかバロンドール獲った元選手が志願兵になってるよ,-3
22,シェフチェンコ,-4
23,イーゴリ・ベラノフだな 当時ニュースになってた マラドーナ辺りの世代,-4
24,バロンドール受賞したソ連のオレグ・ブロヒンはウクライナ人 ボグダンと同じ団地に住んでいた,-4
25,3か月ってろくに訓練も受けることなく前線に投入か もはや死に駒扱い,3
26,戦場に行かされてもとにかく死にたくない奴は戦うフリして森に紛れて逃亡とか出来ないの,4
27,督戦部隊に撃たれて死ぬだけだよ,4
28,兵士が足りないから受刑者目標数があるんだろうスターリン時代にはシベリア開発の人員確保のために地区ごとにノルマがあって党の地方組織が割り当てられた数の反革命分子を人選していた,-3
1,ロマーノ ミランはパウロ・フォンセカを解任寸前最終段階は内部で協議中 セルジオ・コンセイソン計画通りに進めば新監督に就任予定,-4
2,うーむ( ・ω・),3
3,引き分けかぁディバラのゴールはスーパーゴールだから仕方ないが,-3
4,ロマーノ ミランのパウロ・フォンセカ監督が解任され決定が確定した 新しいヘッドコーチにはセルジオ・コンセイソン氏が就任する,-4
5,監督選びの失敗は結果に直結しちゃうよねぇ,4
6,ロマーノ セルジオ・コンセイソンがACミランの新監督に就任し書類も整った 彼は月曜日今日遅くにミラノに到着する予定代理人のホルヘ・メンデスと正式な契約を締結した,-4
7,それでもポルトガル人には拘るんだな,-2
8,今年監督入れ替えて何するかと思えば監督ガチャまた回すんだな・・・,4
9,もう水面下では監督交代決めてたな ここまでに解任しとけば金が浮くからっていうのがすべてだろう,-1
10,フォンセカなんて目に見えてる地雷だったにな ワンチャン上手くいくと考えていたのだろうけど,-4
11,まあプリシッチとか好調だった時には結果の割には見れるサッカーしてた結果の割にはの域は出ないが,-2
12,主審が終わってたから余計フラストレーション溜まる試合だった そしてさらばフォンセカ 一気のスタイルチェンジはやはり難しかったか,4
1,XI Ortega Moreno Lewis Akanji Ake Gvardiol Kovacic De Bruyne (C) Bernardo Savinho Foden Haaland SUBS Carson Walker Grealish Doku Gundogan SimpsonPusey Mubama OReilly McAtee,-4
2,ベルナルド縛り,-4
3,ベルナルドかフォーデンがサイドなんだろうけど普通にドクサビのアタッカーにしてくれよ サイドも中入ってきてリコも入ってくるんだろ,2
4,いつだったか右サイド誰もいないってことあったよな あれ見て終わりだと思ったわ,2
5,やっとギュンがやべーことに気づけたのか 遅ない,-1
6,ハーランド決まらんな,2
7,惜しい 狙った形だったね,4
8,あぶね,1
9,危ないなー相手レスターだぞ,-3
10,ヨシュコ危なかったわ,3
11,またグヴァルディオルがやらかすとこだった,-2
12,きたああああああああああ,-4
13,サビきたーー,-4
14,ようやくサヴィーニョキタ(゚゚),-4
15,サビーニョ初ゴールきたーーーーーーーーーーーーっ,-4
16,サビーニョこれで吹っ切れてくれ頼む,-4
17,あぶねー,4
18,今日も不穏だな,4
19,リコ身体寄せずクロス見逃してて草,-4
20,半端な緩いプレスやめたらええのに,4
21,ハーランドの神ドリブルからの糞シュート,-4
22,ハーランドこれ決まらないの惜しいなー,4
23,ハーランドそんなんできたんや もっとやってくれや,-3
24,ハーランドこんなことできたんか シティ来て一度もしたことないやろ,-4
25,マカティくるー,-4
26,フォーデン下げるのか,-2
27,あかん追いつかれる,4
28,完全にやられたおもた,4
29,レスター相手に何回目のピンチだよ,4
30,ハーランドきたー,-4
31,ハーランド久しぶりにきたーーーーーーーーーーーーっ,-4
32,サビーニョ覚醒キタ(゚゚),-4
33,やっと決めた 泣きそう,4
34,MOMサヴィーニョ,-4
35,やっとだね,-4
36,マカティはシティの未来,-4
37,だからシーズン初めからマカティつかえって言ったじゃん,1
38,マカティ良すぎて笑う さようならドクとグリーリッシュ,-4
39,マカティとサビーニョの両ウイングでいいね これは勝てるわ,-4
40,勝てる 勝てるんだ,-4
41,マジでSBとボランチさえ補強してくれれば戦えるんだよ ウォーカーリコルイスギュンドアンはもう見たくないんだ,0
42,でもロドリ戻ってきたら控えです って条件でシティのレベルでできる選手なんて中々来ないよなあ,4
43,ギュンドアン使ってる感じで2センターでいいと思うんだけどな,-4
44,マカティは気が利くプレーできてるな,-4
45,珍しくポゼッションでは負けたけど 試合には勝ったから良しやな,-4
46,最後に足りなかったポゼッション率を回収して終了 理想のゲームだ,-4
47,朗報シティ6試合ぶりのクリーンシート,-4
48,やっと勝った,-4
49,お前らおめでとう,-4
50,勝てて良かったわ嬉しい,-4
51,決めてほしい選手が決めてくれてよかった でもピンチ多すぎな,4
52,左サヴィーニョとマカティと活きのいいハーランド見れただけでも価値のある試合だった,-4
53,ファンニステルローイ良い人そう,-4
54,リコはSBやめてスタートからもっと高い位置に置けばまあまあ仕事すると思うんだけどな,0
55,まあ最終ラインに怪我人多すぎるのがね,4
56,それはそうなんだけどね そもそもウォーカーリコストーンズを頭数に入れてるのがおかしいんだわ,0
57,アンカーの脇埋めたいならそもそも2センターハーフにしろよ 攻撃なんか今日みたいにカウンターでいいんだから,-1
58,4231にして2列目をフォーデンサヴィーニョグリーリッシュドクマカティで回せば攻撃はなんとかなるでしょ,-4
59,ポゼを放棄したら ハーランドがいきいきしてたな ペップの指示なのか選手が勝手にやり出したか,-3
60,ハーランドめっちゃ楽しそうで草生えたわ,-4
61,PLは差がつきすぎたからCL圏に切り替えるCLプレーオフ進出狙うこと CL圏逃せば配当金で差がつくからな,-4
62,優勝は無理だがCL圏内はいける 頑張れ,-4
63,ハーランド自分でガンガン運んでたねもちろんロストもするけど194センチでスピードある選手が運ぶとコートが狭く感じるわ ハーランドサビーニョドクでショートカウンターすればいいんじゃね 中盤は機動力重視で,-4
64,マカティも自分でボール運べるしサイド起用ありだね トップ下でスペース作ったりボール引き出す動きをフォーデンとグリーリッシュにやってもらって3トップに早めにボール入れる動きができればって思う,-4
65,前節からハーランドの裏抜け狙い始めたし明らかにアプローチ変えてきんな ハーランドのあの喜びようから見るに選手側からの突き上げもかなりありそう これでハゲがポゼッションサッカーは過去の遺物と気づければいいが,-4
66,ドルの頃は今日ぐらいガンガン運ぶイメージやったわ これからもやってほしい マカティは移籍希望の報道出て貰ったチャンスでいきなり仕事するんやからすごい,-4
1,よっしゃあああああああ 年末にして完勝 ターンオーバーも出来て素晴らしい,-4
2,いやー気持ちの良い快勝,-4
3,遠藤も良かったし良い正月迎えれるな,-4
4,今年の締めに相応しい試合だった 願わくば来年もこの強さを,-4
5,夜更かしした甲斐はあったわ なんの不満もない これ4枚持ちのイエローは10枚まで伸びたんだっけひと試合少ないからリーチのままシステムよく分からん,-3
6,クリーンシートなのが素晴らしすぎ,-4
7,いい試合だった ただ良くも悪くもサラーのコンディション次第なチームだな,-4
8,よっしゃ ジロー早めに下げれて点とって欲しい人がゴールしてクリーンシートで得失点差も28まで伸びた 気持ちよく年越せるな 2位がフォレストなのは想定外だけどw,-4
9,マクアリアンカーでカーティスエリオットIH気味の形も有り得たけど得点差的に遠藤で終わらせに行くのはちょうどいい状況だったな ゴメスの怪我を見越して遠藤のコンディション上げときたいってのもあったかもしれんね,-4
10,アーノルドのセレブレーションベリンガムのやつだったの草,-4
11,ゴメス平気かな コナテ復帰してもカラバオFA要員でいて欲しいんだが,0
12,上位対決を確実に勝っていくならやっぱロバートソンのとこヤバすぎるから補強はいるんだろうな ただゴメス怪我したんでCBの補強も急務ってことでこの冬フロントの本気をみせてくれ,-2
13,ほぼゲーム終わってる時にツィミカス出てきたからどうなのか分からないな スロット的にダメなんかね,4
14,ゴメス大丈夫かなー DFの層がやばくなってきた,-4
15,遠藤が居る ヒューズは冬の補強で夏のしょうもない補強を取り戻せよ 実質補強0みたいなことやってんだから,-3
16,完璧なポジショニングに完璧なコンビネーションを与えたらこんなことになるんだな サラーも今まで実は足枷つけてサッカーやってたと考えるととんでもないな 今はっきりみててわかるけどサラーが背負って強引に反転して突破みたいなシーンがなくなったおかげで攻撃にパワー残せてるのが一番大きいなマジで,-4
17,ゴメス長くなりそうbyスロット,-1
18,ゴメスは怪我しがちな上にもう27だからまぁほんとスタメンで使うってこと自体がやっぱ厳しかったか グエイクラス獲りにいくのかもしくはAシウバあたりを狙うのかかな ゴメスが怪我した以上はSB補強は後回しになる可能性高そうだなぁこれ,3
19,ゴメスのパフォーマンスは滅茶苦茶良いし実際このやばい過密切り抜けられたのは間違いなくゴメスのおかげなんだけどね ただまぁこうなった以上はもう仕方ないしどのみちもう1枚CBいると言われてたから仕方ない,2
20,やっぱリーグ後半戦は過密日程が続くから遠藤は必要だな,-4
21,フラーフェンのパフォーマンスが露骨に悪くなってきてるな まあ疲労もあるからしゃーないが,4
22,サラーダイクフラーフェンはさすが酷使しすぎだわな,4
23,サラーは代表ウィーク少し休めている ダイクは省エネプレーしている フラッフェンベルフは少し心配,4
24,フラフェンが累積疲労の影響が出てきてるか 他はちょくちょく休めてるからな,-2
25,カラバオも含めてカップ戦と1月入ってからのCL2試合は遠藤スタメンにしないと1年持たなそうだな あとゴメスが長ければCBかなぁ 左SBは放出ありきだし夏だろうな,-4
26,今シーズンのサラーはアンリの24ゴール20アシストのシーズン記録更新しそうだな,-4
27,つかディアスえぐくないか 偽9番で真価発揮されすぎだろ ゴール嗅覚オフボ味方スペース作りどれも一級品だぞ,-4
28,ガクポ左でジョタが左も真ん中も出来るからヌニェス売って左効きのアタッカー欲しいよな バランス的にも,-4
29,とりあえず現状はガクポディアスサラーの並びが前線のアンサーだな,-3
30,次は新年6日まで試合ないのかー 選手にとってはやっと1週間休めるがせっかくの正月に試合ないのは寂しいのお,4
1,横浜SVリートのDFハーフナー・ニッキへ獲得オファー 長身CB実現すれば10年ぶり日本復帰,-4
2,ニッキキタ(゚゚)( ゚)( ゚)( )( )(゚ )(゚ )(゚゚),-4
3,鞠がまさかのハーフナーニッキ,-4
4,ニッキってマジで言ってるのか,-3
5,ニッキでJ1とか無理ゲーだろマリノスw,-4
6,ニッキ知らんうちにホルンから脱出してたのか,-4
7,ニッキ未知数過ぎるだろw,-2
8,CB本当に品薄状態だな,4
9,マリノスは獲得する選手の身長が極端すぎる,2
10,ニッキ たしかにこれはびっくりディール,-4
11,CB抜けてもダメージないアピールしてたけどパニックニッキしてんじゃねえか,3
12,遠野にハーフナーニッキってあんた,-4
13,西野の欧州コレクション(試合に出ない漬物石)始まったな,-4
14,とりあえず取れそうな日本人CBって感じがスゴいw,-4
15,ハイラインとか無理だよニッキじゃ健太なら合いそうだけど,0
16,ニッキはまだ29なんだ 兄貴と結構年離れてるな,-3
17,ニッキてずっと2部だけどまだ20代だったんだな,-4
18,あと2ヶ月で30歳だけど,-4
19,ヨーロッパでめちゃくちゃ成長してる可能性が微レ存 ちょっと前にスイスでEL出場したのは知ってたけどいつのまにかオーストリア2部まで落ちてたんだな,0
20,ハーフナーマイクは鞠アカデミー出身だけどハーフナーニッキも鞠アカデミーなんだっけ,-4
21,鯱の印象しかない,4
22,いや名古屋 その前は川崎,-4
23,HGでもないのかよ どんなリクエストなんだ,-4
24,鞠マジで大丈夫か西野って実はやべえんじゃねえのコレ 浦和でもこういう使えたら俺の手柄使えなかったら知らねっていう選手ばっか取ってなかったか,2
25,山村實藤ニッキで序列同列くらいだろ 上島畠中からだいぶ落ちそう,0
26,CBの人材不足は相当だな ニッキなんて本来J2が獲りに行くレベルだろ,1
27,ニッキ去年が27試合7ゴール4アシストで 3年前が30試合7ゴールしてるし今どのポジションやってんのよこれ,-1
28,守備の補強だと思ってたが得点力上げるためだったか,-4
29,ニッキ大作戦は凄そうだなオーロイ思い出す,-4
30,山村ニッキはハイボールには異様に強そう 引きこもりサッカーならいけるか,-4
31,ニッキって鞠はマジで金ないのかよ 補強ひどすぎるわ,4
32,ハーフナーニッキ 2425 オーストリア2部 14試合1ゴール イエローカード5枚(1回退場あり) 大丈夫か カード多過ぎる,-1
33,これでマリノスがひたすらクロスとロングボールを放り込む昔のイングランド式サッカーやったら面白い,-4
34,ニッキw,-4
35,ハーフナーワロタ 大丈夫か,0
36,全く予想してなかったところからきたw,-4
37,どんな状態なのかさっぱりわからんけどニッキって国籍は日本なんか,-2
38,若返ってもないし じゃあ畠中に年俸積んでやれよw,-4
39,予想外のところから来たな 国籍は日本だよね 日本にいた時は微妙な印象しかないけど欧州でちゃんと成長しているのかな,-4
40,2425(オーストリア2部) 14試合1得点 2324(オーストリア2部) 27試合7得点 2223(スイス2部) 31試合2得点 2122(スイス2部) 14試合3得点 2021(スイス2部) 32試合3得点 1920(スイス1部) 25試合4得点 1819(スイス2部) 27試合2得点 ほぼ2部だけど謎の得点力があるな,-4
41,いつもの事ながら数値的な部分はちゃんと見て取ってるんだろうけどサポ的にはどんな選手になってんのか全くわからんなw,1
42,ハイラインやらないならでかいのは必要だなあ 3バックのセンター候補なのかな,-4
43,西野とシティが連携した結果取ったんだよね 期待してくださいって言ってたし信じるぞ,-4
44,それなら上島エドゥ畠中残せよ 何かオーストリア二部でスタッツ良かったりするんか,-4
45,まあ空中戦はめちゃ強かもな,-3
1,唯一W杯全大会に出場して史上最多5回の優勝を誇るサッカー大国ブラジルが2026年北中米W杯南米予選で苦しんでいる 第12節を終了して5勝3分4敗で5位南米枠が45から65に増えたため本大会出場を逃すことはないと思うが6位のパラグアイとは勝ち点差1プレーオフに回る7位のボリビアとは勝ち点差5これ以上の取りこぼしは許されない 2014年地元開催となったブラジル大会でベスト4に進出その準決勝でドイツに17と屈辱的な大敗を喫したその後2018年ロシア大会2022年カタール大会と2大会連続でベスト8敗退今夏に開催されたコパ・アメリア(南米選手権)は決勝トーナメント1回戦(ベスト8)でウルグアイに敗れている ブラジルのW杯優勝は2002年の日韓大会まで遡る必要があるではなぜブラジルのサッカーは低迷したのか それは育成の失敗にあるかつてのブラジル代表選手は国内リーグでブラジルの個人技を生かしたサッカーを身につけ代表に選ばれてからヨーロッパに移籍しただから代表に選ばれてもブラジルのサッカーにすぐに対応できたサッカーが進化していってもブラジルの個人技を残していった ところが近年ヨーロッパの主要クラブが18歳で外国人選手とプロ契約できることから経営難のクラブは育てる余裕がなくなり18歳で選手を売ってしまう国内リーグでも12年しかプレーせずブラジルのサッカーを身につける前にヨーロッパに移籍してしまうのが現状だ そうした若手がフィジカル中心のヨーロッパのサッカーを教え込まれるわけだからブラジル代表に選ばれても伝統のサッカーができるわけがない 将来ブラジル代表を背負っていくであろうレアル・マドリード所属のヴィニシウスロドリゴそして今季からチームメイトに加わったエンドリッキと全ての選手が18歳で契約している今季FCバルセロナと契約したヴィトール・ロケも18歳国内リーグを経験したのは1年か2年だ 現在のブラジル代表メンバーを見てもヨーロッパの所属クラブで欠かすことができない絶対的なエースとして君臨しているのはヴィニシウスぐらいだ他の選手はチームを勝たせるほどの存在感はないしチームのひとつの駒にすぎない 続きはソースで,-2
2,VARじゃないの,-4
3,ブラジルはそんなもの関係ないくらい強かっただろw,-4
4,十年前のミネイロンの悲劇の時点で弱かったろ その後駄目なままなのはオスカルが金に走ったからだろうな まぁアザールが凄すぎて立場失ってたけど コウチーニョも一発屋 ネイマール1人マークしときゃ良いチームになった 強いブラジルには怪物が複数いた パトの早期離脱も痛かったな 遠い昔の選手に感じるけどネイマールオスカルコウチーニョとそれほど変わらずまだ35なんだよな その後はヴィニシウスロドリゴまでの十年もの間1人も怪物候補すら現れず そもそもヨーロッパに早くに渡って活躍した選手なんかいたっけ,-3
5,なんだかんだでネイマールは凄かったんだよな,-4
6,ネイマールは凄かったがその一昔前ならネイマールクラスが数人いたからな ネイマールが全部背負う必要もなかった,-1
7,23人で強引に取りに行く中南米サッカー好きよ ユーロよりコパの方が楽しい 熱いし,-4
8,全盛期はロナウドロナウジーニョリバウドロベカルとかが居た2002ワールドカップのチームだな そこからはスター選手が少ないな,-2
9,残念だな ロシア・カタール大会のどちらかで優勝すると予想していたのに ネイマールが決めてクロアチアに勝ったと思っていたのに,2
10,地球全体じゃなくてブラジルが南米で普通になっちゃった理由でしょ サッカーをやる理由が無いからブラジルの人口が意味を持たなくなった,-1
11,わがままなエースのワンマンチームが実は正解なのかも まあエースの調子が悪くなったら駄目だけど勢い付いたら凄いからね,-4
